mutex;1;30;100000;10240;1;;2058;13
alloc:
min:0 max:22725 avg:4 nb:100000
 0;72423
 1;24258
 2;724
 3;716
 4;201
 5;19
 6;5
 7;2
 8;2
 9;7
 10;47
 11;64
 12;67
 13;53
 14;31
 15;20
 16;8
 17;3
 18;1
 19;5
 20;3
 21;12
 22;9
 23;9
 24;4
 25;4
 26;4
 27;6
 28;4
 29;3
 30;6
 31;4
 32;2
 33;6
 34;2
 35;2
 36;4
 37;1
 38;3
 39;4
 40;9
 41;5
 42;5
 43;2
 44;5
 45;1
 46;2
 47;5
 48;4
 49;10
 50;7
 51;5
 52;6
 53;6
 54;4
 55;6
 56;7
 57;5
 58;4
 59;7
 60;8
 61;5
 62;3
 63;6
 64;4
 65;7
 67;3
 68;2
 69;6
 70;3
 71;5
 72;10
 73;2
 74;7
 75;3
 76;4
 77;4
 78;3
 79;5
 80;2
 81;3
 82;4
 83;7
 84;7
 85;1
 87;2
 88;4
 89;6
 90;3
 91;5
 92;3
 93;5
 94;5
 95;4
 96;2
 97;5
 98;4
 99;1
 100;6
 101;3
 102;4
 103;2
 104;3
 105;7
 107;6
 108;2
 109;2
 110;6
 111;9
 112;2
 113;3
 114;1
 115;2
 116;5
 117;4
 118;3
 119;4
 120;7
 121;8
 122;4
 123;4
 124;5
 125;4
 126;5
 127;4
 128;1
 129;1
 130;1
 131;2
 132;4
 133;9
 134;3
 135;2
 136;6
 137;6
 138;1
 139;3
 140;6
 141;4
 142;6
 143;4
 144;6
 145;4
 146;7
 147;4
 148;1
 149;6
 150;2
 151;5
 152;2
 153;7
 154;4
 155;3
 156;5
 157;3
 158;1
 159;3
 160;1
 161;2
 162;1
 163;2
 164;1
 165;4
 166;3
 167;2
 168;1
 169;2
 171;2
 172;3
 173;6
 174;2
 175;4
 176;4
 177;1
 178;3
 179;4
 180;1
 181;1
 182;3
 183;3
 184;4
 185;4
 186;1
 187;3
 188;3
 189;1
 190;4
 191;3
 193;3
 194;1
 195;4
 196;4
 197;1
 198;2
 199;3
 200;2
 201;3
 202;1
 203;4
 204;1
 205;2
 206;4
 207;5
 208;1
 209;2
 210;1
 211;1
 212;5
 213;1
 214;1
 215;1
 216;2
 217;3
 218;2
 219;4
 220;3
 221;2
 222;1
 224;3
 225;2
 226;1
 228;2
 230;4
 231;2
 232;3
 235;2
 236;3
 237;3
 238;4
 239;4
 240;2
 241;3
 242;5
 243;2
 244;2
 245;4
 246;2
 247;2
 248;1
 249;3
 250;2
 251;3
 252;2
 253;5
 254;3
 255;1
 256;1
 257;2
 258;1
 259;3
 260;2
 261;2
 262;2
 263;3
 264;4
 265;1
 266;5
 267;2
 268;2
 269;1
 270;6
 271;2
 272;3
 274;2
 275;2
 276;1
 277;1
 279;1
 280;1
 281;3
 282;1
 283;1
 284;4
 285;2
 286;2
 288;2
 289;1
 290;1
 291;4
 292;1
 293;1
 294;1
 297;4
 298;1
 299;2
 300;2
 302;4
 303;3
 305;2
 306;1
 307;2
 308;1
 310;1
 311;4
 312;2
 313;3
 314;2
 315;2
 317;2
 318;2
 319;3
 320;3
 321;1
 322;4
 325;3
 326;2
 327;4
 329;1
 330;3
 331;3
 332;1
 333;2
 334;1
 335;3
 336;2
 338;1
 339;1
 340;3
 341;1
 342;2
 343;3
 344;1
 345;1
 346;2
 347;1
 348;2
 349;1
 350;1
 351;3
 352;1
 353;2
 354;1
 355;1
 356;1
 357;1
 358;2
 360;1
 361;1
 362;2
 364;2
 366;5
 367;2
 368;3
 369;2
 370;1
 371;3
 372;1
 373;1
 375;1
 378;2
 380;2
 381;1
 382;1
 383;2
 384;4
 385;1
 386;3
 387;1
 388;1
 389;1
 391;1
 393;1
 394;2
 397;1
 398;1
 399;2
 401;1
 403;2
 404;1
 406;2
 407;1
 408;2
 409;2
 412;2
 413;1
 415;1
 416;2
 417;1
 418;2
 420;3
 422;1
 423;2
 425;2
 426;3
 427;1
 429;1
 430;1
 432;2
 434;1
 436;2
 437;2
 438;1
 439;2
 440;1
 442;3
 443;1
 444;1
 446;1
 447;4
 449;2
 450;4
 451;1
 452;1
 453;3
 454;1
 458;1
 459;1
 460;3
 462;1
 464;1
 466;3
 467;2
 468;1
 469;1
 470;2
 471;1
 472;3
 475;2
 476;2
 478;1
 479;2
 481;1
 482;1
 483;1
 484;1
 486;1
 487;1
 491;1
 494;3
 495;1
 500;3
 501;2
 503;1
 504;1
 505;1
 510;1
 511;1
 512;2
 513;2
 516;1
 518;1
 520;1
 524;3
 526;1
 527;2
 528;1
 531;1
 532;1
 533;1
 535;2
 538;1
 539;1
 540;1
 542;1
 543;1
 544;1
 548;1
 551;1
 552;1
 553;1
 554;1
 555;1
 562;2
 565;2
 566;1
 569;1
 570;1
 572;2
 575;1
 579;1
 581;1
 582;1
 583;1
 585;3
 587;3
 588;1
 590;2
 593;2
 595;1
 596;1
 597;1
 603;2
 605;1
 608;1
 610;1
 611;2
 615;2
 618;1
 619;1
 623;1
 625;2
 627;2
 629;1
 630;1
 632;2
 635;1
 638;1
 645;1
 646;1
 647;1
 650;2
 656;1
 664;1
 667;1
 668;1
 674;1
 681;1
 683;2
 684;1
 692;1
 696;1
 698;1
 707;1
 714;1
 715;1
 716;2
 717;1
 730;1
 740;1
 745;1
 751;1
 753;1
 760;1
 762;1
 764;1
 768;1
 774;2
 812;1
 818;1
 823;1
 826;1
 835;1
 838;1
 839;1
 857;1
 867;1
 874;1
 888;1
 890;1
 926;1
 927;1
 929;1
 946;1
 947;1
 951;1
 953;1
 959;1
 970;1
 978;1
 980;1
 982;1
 1012;1
 1014;1
 1026;1
 1027;1
 1028;1
 1038;1
 1042;1
 1048;1
 1050;1
 1086;1
 1108;1
 1120;1
 1133;1
 1144;1
 1145;1
 1150;1
 1202;1
 1242;1
 1249;1
 1257;1
 1271;1
 1280;1
 1324;1
 1333;1
 1352;1
 1378;1
 1456;1
 1592;1
 1627;1
 1668;1
 1673;1
 1828;1
 1925;1
 2059;1
 22725;1
 min:0 max:22725 avg:4 nb:100000
free:
min:0 max:1615 avg:5 nb:100000
 0;84483
 1;10682
 2;930
 3;1478
