old_tree;30;1;100000;10240;1;;4108;5153856
alloc:
min:0 max:12726 avg:23 nb:3000000
 0;5961
 1;364612
 2;881438
 3;600339
 4;377939
 5;232430
 6;143608
 7;88097
 8;56339
 9;38488
 10;27534
 11;21479
 12;16011
 13;11718
 14;8587
 15;6179
 16;4166
 17;2682
 18;1708
 19;1141
 20;815
 21;666
 22;571
 23;569
 24;611
 25;653
 26;752
 27;836
 28;855
 29;948
 30;982
 31;1035
 32;1038
 33;1060
 34;1015
 35;990
 36;919
 37;866
 38;802
 39;723
 40;688
 41;563
 42;489
 43;440
 44;318
 45;303
 46;240
 47;201
 48;164
 49;149
 50;109
 51;101
 52;97
 53;80
 54;84
 55;91
 56;56
 57;69
 58;69
 59;80
 60;73
 61;68
 62;65
 63;60
 64;55
 65;57
 66;57
 67;63
 68;69
 69;55
 70;57
 71;58
 72;56
 73;59
 74;58
 75;51
 76;52
 77;57
 78;48
 79;41
 80;58
 81;47
 82;49
 83;41
 84;46
 85;53
 86;52
 87;44
 88;48
 89;53
 90;40
 91;71
 92;61
 93;64
 94;58
 95;59
 96;55
 97;57
 98;50
 99;34
 100;59
 101;35
 102;53
 103;65
 104;50
 105;45
 106;46
 107;54
 108;43
 109;62
 110;45
 111;50
 112;43
 113;64
 114;48
 115;41
 116;55
 117;60
 118;59
 119;43
 120;47
 121;43
 122;40
 123;56
 124;46
 125;44
 126;52
 127;44
 128;47
 129;54
 130;53
 131;54
 132;62
 133;55
 134;51
 135;46
 136;54
 137;57
 138;42
 139;49
 140;40
 141;41
 142;41
 143;43
 144;43
 145;46
 146;57
 147;46
 148;51
 149;45
 150;41
 151;44
 152;46
 153;40
 154;43
 155;48
 156;49
 157;44
 158;51
 159;51
 160;42
 161;61
 162;52
 163;38
 164;47
 165;48
 166;67
 167;65
 168;49
 169;56
 170;48
 171;35
 172;60
 173;48
 174;55
 175;64
 176;47
 177;57
 178;54
 179;57
 180;63
 181;43
 182;41
 183;59
 184;48
 185;55
 186;57
 187;54
 188;65
 189;38
 190;48
 191;63
 192;58
 193;61
 194;46
 195;71
 196;64
 197;48
 198;56
 199;65
 200;60
