none;30;1;100000;10240;1;;40601;0
alloc:
min:0 max:13921 avg:373 nb:3000000
 0;449
 1;244414
 2;200950
 3;52836
 4;27914
 5;26995
 6;23980
 7;22768
 8;19639
 9;16513
 10;14069
 11;14295
 12;11307
 13;6621
 14;4173
 15;4063
 16;3897
 17;2015
 18;945
 19;403
 20;268
 21;183
 22;182
 23;189
 24;286
 25;555
 26;536
 27;246
 28;122
 29;79
 30;58
 31;46
 32;54
 33;66
 34;43
 35;68
 36;83
 37;68
 38;94
 39;109
 40;136
 41;142
 42;142
 43;184
 44;207
 45;235
 46;257
 47;267
 48;309
 49;307
 50;364
 51;386
 52;357
 53;390
 54;395
 55;396
 56;398
 57;345
 58;348
 59;317
 60;309
 61;266
 62;236
 63;234
 64;205
 65;178
 66;190
 67;149
 68;158
 69;151
 70;141
 71;139
 72;121
 73;131
 74;149
 75;126
 76;118
 77;99
 78;110
 79;100
 80;118
 81;106
 82;99
 83;98
 84;94
 85;89
 86;93
 87;80
 88;77
 89;88
 90;81
 91;89
 92;75
 93;88
 94;107
 95;107
 96;98
 97;107
 98;107
 99;116
 100;134
 101;130
 102;129
 103;141
 104;158
 105;174
 106;168
 107;171
 108;165
 109;169
 110;166
 111;199
 112;188
 113;199
 114;204
 115;196
 116;196
 117;204
 118;197
 119;215
 120;235
 121;202
 122;209
 123;235
 124;250
 125;256
 126;238
 127;244
 128;230
 129;250
 130;231
 131;266
 132;272
 133;273
 134;272
 135;245
 136;263
 137;280
 138;269
 139;256
 140;270
 141;244
 142;284
 143;255
 144;313
 145;296
 146;310
 147;296
 148;296
 149;287
 150;305
 151;307
 152;297
 153;290
 154;325
 155;300
 156;337
 157;291
 158;293
 159;316
 160;314
 161;289
 162;282
 163;311
 164;308
 165;347
 166;354
 167;332
 168;374
 169;306
 170;361
 171;379
 172;383
 173;401
 174;355
 175;381
 176;396
 177;375
 178;438
 179;415
 180;420
 181;388
 182;445
 183;459
 184;434
 185;453
 186;481
 187;452
 188;484
 189;472
 190;510
 191;541
 192;514
 193;497
 194;467
 195;483
 196;569
 197;588
 198;558
 199;576
 200;578
 201;608
 202;601
 203;618
 204;583
 205;653
 206;639
 207;643
 208;653
 209;634
 210;679
 211;679
 212;683
 213;676
 214;669
 215;722
 216;724
 217;767
 218;763
 219;774
 220;803
 221;822
 222;778
 223;828
 224;807
 225;865
 226;819
 227;899
 228;884
 229;925
 230;929
 231;924
 232;920
 233;958
 234;917
 235;999
 236;994
 237;1019
 238;1037
 239;1049
 240;1020
 241;1083
 242;1046
 243;1119
 244;1167
 245;1138
 246;1151
 247;1159
 248;1193
 249;1131
 250;1212
 251;1169
 252;1193
 253;1230
 254;1240
 255;1284
 256;1219
 257;1300
 258;1230
 259;1243
 260;1321
 261;1328
 262;1222
 263;1258
 264;1234
 265;1273
 266;1331
 267;1279
 268;1316
 269;1302
 270;1372
 271;1341
 272;1315
 273;1404
 274;1385
 275;1316
 276;1409
 277;1372
 278;1342
 279;1400
 280;1469
 281;1492
 282;1498
 283;1565
 284;1589
 285;1579
 286;1646
 287;1605
 288;1629
 289;1721
 290;1728
 291;1751
 292;1798
 293;1823
 294;1930
 295;1956
 296;1860
 297;1997
